Vehicle ID,State,Repair ,Reason,YEAR ,Make,Body Type 
6.47E+14,MO,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.53E+14,MO,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.59E+14,MO,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.66E+14,MO,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.72E+14,MO,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.79E+14,MO,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.79E+14,MO,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.79E+14,MO,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
6.85E+14,MO,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
6.85E+14,MO,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
6.91E+14,MO,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
6.91E+14,MO,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
6.98E+14,MS,Tire replacement,Flat- hole not reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
7.05E+14,MS,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
7.05E+14,MS,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
7.11E+14,MS,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
7.18E+14,MS,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
7.24E+14,MT,Dent Repair  Left Fender,Collision,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
7.24E+14,MT,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
7.31E+14,MT,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
7.31E+14,MT,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
7.38E+14,MT,Tire replacement,Flat- hole not reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
7.44E+14,MT,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
7.44E+14,MT,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
7.51E+14,MT,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
7.58E+14,NC,Tire repair,Flat- reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
7.65E+14,NC,Dent Repair  Left Fender,Collision,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
7.72E+14,NC,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
7.78E+14,NC,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
7.85E+14,NC,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
7.92E+14,ND,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
7.99E+14,ND,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
7.99E+14,ND,Tire replacement,Flat- hole not reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
8.06E+14,ND,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.06E+14,ND,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.06E+14,ND,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.06E+14,ND,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.06E+14,ND,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.13E+14,ND,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
8.20E+14,NE,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.27E+14,NE,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
8.27E+14,NE,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
8.35E+14,NE,Dent Repair  Left Fender,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
8.42E+14,NE,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
8.42E+14,NE,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
8.49E+14,NE,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
8.49E+14,NE,Dent Repair Rear,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
8.49E+14,NE,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
8.56E+14,NH,Fule tank,Hole,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
8.56E+14,NH,Rocker Panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
8.56E+14,NH,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
8.56E+14,NH,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
8.63E+14,NH,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63E+14,NH,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63E+14,NH,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63E+14,NH,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63E+14,NH,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.71E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.78E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.85E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.93E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
9.00E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
9.07E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
9.15E+14,NH,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
9.53E+14,NH,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.53E+14,NH,Tire replacement,Flat- hole not reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.53E+14,NH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.53E+14,NH,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.60E+14,NJ,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.60E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.68E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.76E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.83E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.91E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.99E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.01E+15,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.01E+15,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.02E+15,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.03E+15,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.03E+15,NJ,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.03E+15,NJ,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.04E+15,NJ,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.04E+15,NJ,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.04E+15,NJ,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.04E+15,NJ,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.04E+15,NJ,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.05E+15,NJ,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.05E+15,NJ,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.06E+15,NJ,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.07E+15,NJ,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.08E+15,NM,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.09E+15,NM,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.09E+15,NM,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.09E+15,NM,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.09E+15,NM,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.10E+15,NM,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.10E+15,NM,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.11E+15,NV,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.11E+15,NV,Tire repair,Flat- reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.12E+15,NV,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.12E+15,NV,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.13E+15,NV,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.14E+15,NY,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.14E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.14E+15,NY,Fule tank,Hole,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.14E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.15E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.16E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.17E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.18E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.18E+15,NY,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.18E+15,NY,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.19E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.19E+15,NY,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.19E+15,NY,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.19E+15,NY,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.19E+15,NY,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.19E+15,NY,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.20E+15,NY,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.21E+15,NY,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.21E+15,NY,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.22E+15,NY,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.22E+15,NY,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.23E+15,NY,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.23E+15,NY,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.24E+15,NY,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.25E+15,OH,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.25E+15,OH,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.25E+15,OH,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.25E+15,OH,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.26E+15,OH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,OH,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,OH,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,OH,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.27E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.28E+15,OH,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.28E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.29E+15,OH,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.29E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.30E+15,OH,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.30E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.31E+15,OH,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.31E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.32E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.33E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.34E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.34E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.35E+15,OH,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.36E+15,OH,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.36E+15,OH,Dent Repair Rear,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.36E+15,OH,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.37E+15,OK,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.37E+15,OK,Tire repair,Flat- reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.37E+15,OK,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.38E+15,OK,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.38E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.39E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.40E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.41E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.42E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.43E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.44E+15,OK,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.44E+15,OK,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.45E+15,OK,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.45E+15,OK,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.46E+15,OK,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.46E+15,OK,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.46E+15,OK,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.46E+15,OK,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.47E+15,OK,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.47E+15,OK,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.48E+15,OK,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.48E+15,OK,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.49E+15,OK,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.49E+15,OK,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.49E+15,OK,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.50E+15,OR,Tire replacement,Flat- hole not reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.51E+15,OR,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.51E+15,OR,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.51E+15,OR,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.52E+15,PA,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52E+15,PA,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52E+15,PA,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52E+15,PA,Fender replacement ,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52E+15,PA,Fule tank,Hole,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52E+15,PA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52E+15,PA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52E+15,PA,Tire repair,Flat- reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52E+15,OR,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.53E+15,PA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.54E+15,PA,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.54E+15,PA,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.54E+15,PA,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.54E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.55E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
