Vehicle ID,State,Repair ,Reason,YEAR ,Make,Body Type 
1.56E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.57E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.58E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.59E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.60E+15,PA,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.60E+15,PA,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.61E+15,PA,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.61E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.62E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.63E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.64E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.65E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.66E+15,RI,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66E+15,RI,Fender replacement ,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66E+15,RI,Rocker Panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66E+15,RI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.68E+15,RI,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.68E+15,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.68E+15,RI,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.68E+15,RI,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.69E+15,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.69E+15,RI,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.70E+15,RI,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.71E+15,RI,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.72E+15,RI,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.73E+15,RI,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.74E+15,RI,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.75E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.75E+15,SC,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.76E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.77E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.78E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.79E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.80E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.81E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.82E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.84E+15,SC,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.85E+15,SC,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.85E+15,SC,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.85E+15,SC,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.86E+15,SC,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.87E+15,SD,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.87E+15,SD,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.88E+15,SD,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.88E+15,SD,Tire replacement,Flat- hole not reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.88E+15,SD,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.89E+15,SD,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.89E+15,SD,Dent Repair Rear,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.89E+15,SD,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.89E+15,SD,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.90E+15,TN,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.90E+15,TN,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.91E+15,TN,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.92E+15,TN,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.93E+15,TN,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.94E+15,TN,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.95E+15,TN,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.96E+15,TN,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.98E+15,TN,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.98E+15,TN,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.99E+15,TX,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.99E+15,TX,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.00E+15,TX,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.01E+15,TX,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.01E+15,TX,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.01E+15,TX,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.02E+15,TX,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.03E+15,TX,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.04E+15,TX,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.05E+15,TX,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.06E+15,TX,Dent Repair Rear,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.08E+15,UT,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.09E+15,UT,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.10E+15,UT,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.10E+15,UT,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.11E+15,UT,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.12E+15,UT,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.13E+15,UT,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.13E+15,UT,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.13E+15,UT,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.13E+15,UT,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.14E+15,VA,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.14E+15,VA,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.14E+15,VA,Fule tank,Hole,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.14E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.14E+15,VA,Tire replacement,Flat- hole not reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.15E+15,VA,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.15E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.17E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.18E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.19E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.20E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.21E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.22E+15,VA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.24E+15,VA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.25E+15,VA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.26E+15,VA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.27E+15,VA,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.27E+15,VA,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.27E+15,VA,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.27E+15,VA,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.27E+15,VA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.28E+15,VA,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.29E+15,VA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.29E+15,VA,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.31E+15,VA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.31E+15,VA,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.32E+15,VT,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.32E+15,VT,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.32E+15,VT,Fender replacement ,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.32E+15,VT,Rocker Panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.32E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.32E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.32E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.33E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.33E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.34E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.34E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.35E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.35E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.37E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.37E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.38E+15,VT,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.38E+15,VT,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.38E+15,VT,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.39E+15,VT,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.40E+15,VT,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.41E+15,WA,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.41E+15,VT,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.41E+15,VT,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.43E+15,WA,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.44E+15,WA,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.44E+15,WA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.45E+15,WA,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.45E+15,WA,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.46E+15,WI,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46E+15,WI,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46E+15,WI,Fule tank,Hole,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46E+15,WI,Tire repair,Flat- reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.48E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.48E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.49E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.49E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.50E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.50E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.51E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.51E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.51E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.52E+15,WI,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52E+15,WI,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52E+15,WI,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52E+15,WI,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52E+15,WI,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52E+15,WI,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.54E+15,WI,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.54E+15,WI,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.55E+15,WI,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.56E+15,WI,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.57E+15,WV,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.57E+15,WV,Fender replacement ,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.57E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.57E+15,WV,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.59E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.60E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.61E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.62E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.64E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.64E+15,WV,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.65E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.65E+15,WV,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.66E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.66E+15,WV,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.68E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.68E+15,WV,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.69E+15,WV,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.69E+15,WV,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.69E+15,WV,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.70E+15,WV,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.70E+15,WV,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.70E+15,WV,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.70E+15,WV,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.70E+15,WV,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.71E+15,WV,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.73E+15,WV,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.73E+15,WV,Tire replacement,Flat- hole not reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.74E+15,WY,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.74E+15,WY,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.74E+15,WY,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.74E+15,WY,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.75E+15,WY,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.77E+15,WY,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.77E+15,WY,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.82E+15,CT,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.83E+15,DE,Fule tank,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.95E+15,IA,Fule tank,Hole,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.95E+15,IA,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.96E+15,IA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
3.02E+15,ID,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
3.09E+15,IA,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.11E+15,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
